id,category,post
1466,insomnia,Real talk: Third night in a row staring at the ceiling at 3AM. Stepping outside for a minute of fresh air.
1727,brain_fog,If anyone else needs to hear this: Words are playing hide-and-seek with my mouth. Taking it one breath at a time.
1407,low_mood,It's one of those low-energy days where even coffee can't lift me. Taking it one breath at a time.
1096,anhedonia,Things I used to love feel dim lately. Stepping outside for a minute of fresh air.
880,social_anxiety,Cancelling plans because my nerves won't cooperate. Stepping outside for a minute of fresh air.
1273,self_esteem,If anyone else needs to hear this: Comparing myself to others is a trap I keep falling into.
1146,social_anxiety,Today in mental health: Overanalyzing every message I send—did that sound weird? Stepping outside for a minute of fresh air.
774,appetite_sleep_change,Reminder to future me: Body clock and hunger cues feel out of sync. Journaling and short walks help a bit.
991,insomnia,Third night in a row staring at the ceiling at 3AM. Setting tiny goals and tiny wins.
1516,irritability,Apologizing in advance for my short fuse—working on it.
396,panic_like,Update: Counting breaths and waiting for the spike to pass.
1536,panic_like,Mind went blank and body hit the gas—classic surge of nerves. Journaling and short walks help a bit.
1285,guilt_shame,Not gonna lie— That nagging 'not good enough' voice showed up again. Reminding myself that feelings pass.
1306,appetite_sleep_change,Either sleeping too much or not at all—no in-between. Setting tiny goals and tiny wins.
765,stress,Deadline season again and my jaw hasn't unclenched all day. Setting tiny goals and tiny wins.
604,irritability,"Apologizing in advance for my short fuse—working on it. Hydration and a stretch break, here we go."
907,appetite_sleep_change,Either sleeping too much or not at all—no in-between. Stepping outside for a minute of fresh air.
1634,self_esteem,Learning to talk to myself like I would a friend. Texting a friend to check in.
955,stress,Today in mental health: Tension living in my shoulders rent-free.
1696,stress,Tension living in my shoulders rent-free.
726,burnout,Reminder to future me: Work brain is fried; focus meter stuck at 10%. Journaling and short walks help a bit.
1588,loneliness,Scrolling for company isn't cutting it today. Journaling and short walks help a bit.
901,ocd_like_worry,"If anyone else needs to hear this: Stuck on repeat—reassurance doesn't stick for long. Hydration and a stretch break, here we go."
582,guilt_shame,If anyone else needs to hear this: Wishing I could be kinder to myself when I slip up.
1104,anxiety,Status check: Feeling wired and tired at the same time—classic anxiety loop. Journaling and short walks help a bit.
1093,fatigue,Tired behind the eyes even after resting.
1331,low_mood,Feeling down today and can't shake the gray cloud. Setting tiny goals and tiny wins.
1278,stress,Deadline season again and my jaw hasn't unclenched all day. Trying to be patient with myself.
118,burnout,"Burnout check: deadlines, brain fog, and zero spark."
1813,ocd_like_worry,Wish my mind had a 'good enough' button.
1778,loneliness,Miss the kind of conversation that leaves you lighter. Texting a friend to check in.
575,stress,Today in mental health: Trying to breathe through the stress one task at a time.
1357,ocd_like_worry,If anyone else needs to hear this: Stuck on repeat—reassurance doesn't stick for long. Taking it one breath at a time.
474,somatic,Neck and shoulders hosting a permanent knot convention. Texting a friend to check in.
494,self_esteem,Trying to believe 'good enough' can actually be good. Setting tiny goals and tiny wins.
1135,appetite_sleep_change,Either sleeping too much or not at all—no in-between.
1883,anxiety,If anyone else needs to hear this: My mind's racing with what-ifs and it's exhausting.
534,anxiety,Feeling wired and tired at the same time—classic anxiety loop. Trying to be patient with myself.
1260,social_anxiety,Not gonna lie— Small talk feels like a boss-level challenge sometimes. Trying to be patient with myself.
1420,appetite_sleep_change,Update: Appetite keeps swinging from 'meh' to 'everything' lately. Setting tiny goals and tiny wins.
480,stress,"Trying to breathe through the stress one task at a time. Hydration and a stretch break, here we go."
562,loneliness,"Scrolling for company isn't cutting it today. Hydration and a stretch break, here we go."
45,adhd_like,"Status check: Timer on, distractions off… still drifting. Stepping outside for a minute of fresh air."
1962,stress,Not gonna lie— Tension living in my shoulders rent-free. Texting a friend to check in.
647,low_mood,Status check: Woke up heavy—like my energy got drained overnight. Texting a friend to check in.
722,self_esteem,Not gonna lie— Comparing myself to others is a trap I keep falling into. Texting a friend to check in.
342,self_esteem,"Reminder to future me: Compliments bounce off; criticism sticks—working on flipping that. Hydration and a stretch break, here we go."
1483,low_mood,Woke up heavy—like my energy got drained overnight.
1687,irritability,If anyone else needs to hear this: Everything feels a bit like nails on a chalkboard. Texting a friend to check in.
1002,appetite_sleep_change,Note to self: Either sleeping too much or not at all—no in-between. Journaling and short walks help a bit.
697,anhedonia,Joy feels muted—like the volume's turned down.
676,loneliness,Surrounded by people yet feeling oddly alone.
407,ocd_like_worry,Stuck on repeat—reassurance doesn't stick for long.
1150,fatigue,Reminder to future me: Tired behind the eyes even after resting. Reminding myself that feelings pass.
1527,adhd_like,"If anyone else needs to hear this: Timer on, distractions off… still drifting. Stepping outside for a minute of fresh air."
1403,panic_like,Sudden wave of jitters out of nowhere—breathing through it. Stepping outside for a minute of fresh air.
1989,anhedonia,Hard to find the spark for stuff that once lit me up. Reminding myself that feelings pass.
1846,insomnia,Not gonna lie— Counted a thousand imaginary sheep and still wide awake. Stepping outside for a minute of fresh air.
740,somatic,Note to self: Headache visiting again—wish it would leave a forwarding address.
692,ocd_like_worry,Status check: Looping on the same worry even though I know it's irrational. Texting a friend to check in.
1774,adhd_like,"Note to self: Started five tasks and finished none—attention is on vacation. Hydration and a stretch break, here we go."
945,appetite_sleep_change,Either sleeping too much or not at all—no in-between. Taking it one breath at a time.
1905,stress,If anyone else needs to hear this: Deadline season again and my jaw hasn't unclenched all day.
1016,ptsd_like,Update: Hypervigilant today—feels like my guard can't drop. Journaling and short walks help a bit.
631,burnout,Update: Work brain is fried; focus meter stuck at 10%.
36,brain_fog,Reminder to future me: Reading the same sentence five times and still nothing.
1523,insomnia,Note to self: Third night in a row staring at the ceiling at 3AM. Texting a friend to check in.
813,irritability,Everything feels a bit like nails on a chalkboard. Setting tiny goals and tiny wins.
73,panic_like,Reminder to future me: Mind went blank and body hit the gas—classic surge of nerves. Stepping outside for a minute of fresh air.
651,stress,Trying to breathe through the stress one task at a time. Trying to be patient with myself.
554,insomnia,Alarm goes off right when I finally drift off. Brutal. Journaling and short walks help a bit.
273,adhd_like,Sticky notes are my second brain and they’re full. Setting tiny goals and tiny wins.
359,brain_fog,Update: Brain is buffering… please wait. Trying to be patient with myself.
319,irritability,Patience meter is shorter than usual today. Reminding myself that feelings pass.
1750,anxiety,"Overthinking every little thing again. Brain, please chill. Texting a friend to check in."
1289,panic_like,Reminder to future me: Chest feels tight when stress stacks up quickly.
517,burnout,Work brain is fried; focus meter stuck at 10%. Trying to be patient with myself.
1129,ocd_like_worry,Real talk: Stuck on repeat—reassurance doesn't stick for long. Reminding myself that feelings pass.
1900,self_esteem,Status check: Comparing myself to others is a trap I keep falling into.
835,somatic,Update: Headache visiting again—wish it would leave a forwarding address. Texting a friend to check in.
803,stress,Not gonna lie— Trying to breathe through the stress one task at a time.
85,ptsd_like,Hypervigilant today—feels like my guard can't drop. Reminding myself that feelings pass.
207,brain_fog,Status check: Brain is buffering… please wait. Journaling and short walks help a bit.
198,ocd_like_worry,Looping on the same worry even though I know it's irrational. Setting tiny goals and tiny wins.
1870,ocd_like_worry,Update: Wish my mind had a 'good enough' button. Trying to be patient with myself.
